pkey,timestamp,lat,long,alt,speed,climb,mode,heading
6086,2014-11-26 09:57:52.358626,42.51205,23.141116151,930.223,32.885,1.276,3,180.9033
6087,2014-11-26 09:57:53.453932,42.511751799,23.14111643,930.847,33.008,1.228,3,180.7003
6088,2014-11-26 09:57:54.562528,42.511455988,23.141105522,931.181,33.116,1.156,3,181.1808
6089,2014-11-26 09:57:55.666388,42.510863018,23.141090111,933.493,32.635,0.999,3,181.3432
6090,2014-11-26 09:57:56.763989,42.510564817,23.14109039,934.118,32.447,0.986,3,180.7714
6091,2014-11-26 09:57:57.859266,42.510564817,23.14109039,934.118,32.447,0.986,3,180.7714
6092,2014-11-26 09:57:58.973860,42.509995261,23.141089324,935.073,31.769,0.804,3,179.8417
6093,2014-11-26 09:58:00.075930,42.509706897,23.14110557,935.986,31.963,0.829,3,179.2245
6094,2014-11-26 09:58:01.177577,42.509412941,23.141117036,937.576,32.29,0.805,3,178.4163
6095,2014-11-26 09:58:02.269995,42.509123535,23.141138063,937.136,32.563,0.527,3,177.4472
6096,2014-11-26 09:58:03.368961,42.508821902,23.14115431,936.697,33.382,0.298,3,177.0861
6097,2014-11-26 09:58:04.466261,42.508524513,23.141181742,937.224,33.346,0.25,3,176.8007
6098,2014-11-26 09:58:05.570092,42.507933473,23.141219015,936.346,32.948,0.033,3,177.8771
6099,2014-11-26 09:58:06.667001,42.507933473,23.141219015,936.346,32.948,0.033,3,177.8771
6100,2014-11-26 09:58:07.768819,42.507338419,23.141213166,935.956,32.973,0.059,3,182.1578
6101,2014-11-26 09:58:08.859339,42.507038362,23.141191072,935.327,32.942,-0.025,3,183.7322
6102,2014-11-26 09:58:09.951916,42.507038362,23.141191072,935.327,32.942,-0.025,3,183.7322
6103,2014-11-26 09:58:11.048606,42.506451244,23.141086172,933.975,32.787,-0.18,3,188.9181
6104,2014-11-26 09:58:12.150217,42.506167383,23.141019334,932.864,32.693,-0.433,3,190.3744
6105,2014-11-26 09:58:13.250543,42.50587793,23.140947716,932.431,32.376,-0.699,3,191.3355
6106,2014-11-26 09:58:14.356888,42.505595416,23.140874474,929.677,32.0,-0.978,3,191.8316
6107,2014-11-26 09:58:15.455473,42.505316335,23.140785266,927.986,32.062,-1.001,3,192.5287
6108,2014-11-26 09:58:16.813008,42.505029271,23.140702464,927.264,32.318,-0.952,3,192.8152
6109,2014-11-26 09:58:17.916875,42.504462083,23.140535237,923.498,32.764,-0.83,3,192.6956
6110,2014-11-26 09:58:19.018835,42.504168383,23.140452437,922.101,32.501,-0.915,3,192.6225
6111,2014-11-26 09:58:20.117921,42.503889301,23.140363232,920.411,32.764,-0.83,3,192.6955
6112,2014-11-26 09:58:21.215938,42.5035956,23.140280434,919.014,32.771,-0.794,3,192.4866
6113,2014-11-26 09:58:22.308538,42.503308536,23.140197636,918.293,32.948,-0.793,3,192.5061
6114,2014-11-26 09:58:23.406606,42.503017225,23.140103653,916.606,33.034,-0.708,3,192.5601
6115,2014-11-26 09:58:24.521400,42.50273016,23.140020857,915.885,33.034,-0.708,3,192.56
6116,2014-11-26 09:58:25.625245,42.502436459,23.139938062,914.488,33.384,-0.538,3,192.6855
6117,2014-11-26 09:58:26.727182,42.501852491,23.139756507,912.759,33.2,-0.574,3,192.8731
6118,2014-11-26 09:58:27.822100,42.501852491,23.139756507,912.759,33.2,-0.574,3,192.8731
6119,2014-11-26 09:58:28.930355,42.501271724,23.139590922,910.643,32.678,-0.539,3,192.6107
6120,2014-11-26 09:58:30.033138,42.500993684,23.139496945,910.309,32.668,-0.406,3,192.9097
6121,2014-11-26 09:58:31.124194,42.500709007,23.139402968,909.299,32.471,-0.345,3,193.6147
6122,2014-11-26 09:58:32.223067,42.500430967,23.139308993,908.965,31.834,-0.406,3,194.4722
6123,2014-11-26 09:58:33.318126,42.500155316,23.139203833,908.342,31.732,-0.37,3,195.9019
6124,2014-11-26 09:58:34.421803,42.499882055,23.139087489,907.429,31.399,-0.563,3,198.1764
6125,2014-11-26 09:58:35.519548,42.499358362,23.138810063,905.795,31.18,-0.937,3,203.2806
6126,2014-11-26 09:58:36.638347,42.499358362,23.138810063,905.795,31.18,-0.937,3,203.2806
6127,2014-11-26 09:58:37.736412,42.49885005,23.13846075,903.778,32.357,-0.911,3,208.9031
6128,2014-11-26 09:58:38.829609,42.498591356,23.138245372,902.58,33.012,-0.946,3,212.1345
6129,2014-11-26 09:58:39.919453,42.498591356,23.138245372,902.58,33.012,-0.946,3,212.1345
6130,2014-11-26 09:58:41.027193,42.498109025,23.137774658,900.373,33.965,-0.933,3,217.0174
6131,2014-11-26 09:58:42.123521,42.497858543,23.13752095,899.659,34.157,-0.908,3,217.8475
6132,2014-11-26 09:58:43.227683,42.497620287,23.137272023,898.944,34.157,-0.908,3,217.8474
6133,2014-11-26 09:58:44.327630,42.497375395,23.137023098,897.552,33.993,-0.908,3,217.9574
6134,2014-11-26 09:58:45.436601,42.497137139,23.136774175,896.837,33.14,-0.933,3,217.5615
6135,2014-11-26 09:58:46.536606,42.496904473,23.136530033,895.444,33.112,-0.885,3,217.8512
6136,2014-11-26 09:58:47.641068,42.49643116,23.136048159,893.625,32.856,-0.97,3,217.9804
6137,2014-11-26 09:58:48.748554,42.49643116,23.136048159,893.625,32.856,-0.97,3,217.9804
6138,2014-11-26 09:58:49.859515,42.495957844,23.135566293,891.808,32.651,-1.006,3,216.628
6139,2014-11-26 09:58:50.953048,42.49571615,23.135333344,890.03,33.042,-1.125,3,214.8658
6140,2014-11-26 09:58:52.049095,42.495469677,23.135122767,888.831,33.183,-1.125,3,213.1252
6141,2014-11-26 09:58:53.154218,42.495210975,23.134907412,887.635,33.059,-1.173,3,211.279
6142,2014-11-26 09:58:54.254326,42.494955476,23.134708023,886.051,32.863,-1.101,3,209.2969
6143,2014-11-26 09:58:55.356772,42.494688561,23.134531004,884.371,33.021,-1.16,3,206.8837
6144,2014-11-26 09:58:56.457688,42.494419257,23.134365172,882.98,32.821,-1.173,3,204.8608
6145,2014-11-26 09:58:57.562765,42.494149953,23.134199341,881.59,32.988,-1.245,3,203.6318
6146,2014-11-26 09:58:58.654990,42.493607909,23.133883646,877.747,32.891,-1.499,3,203.5189
6147,2014-11-26 09:58:59.751370,42.493338603,23.133717819,876.357,32.94,-1.607,3,204.1379
6148,2014-11-26 09:59:00.846719,42.493338603,23.133717819,876.357,32.94,-1.607,3,204.1379
6149,2014-11-26 09:59:01.945577,42.492812748,23.133357394,872.031,32.723,-1.607,3,207.4393
6150,2014-11-26 09:59:03.040614,42.492560447,23.13317398,870.06,32.579,-1.547,3,209.8764
6151,2014-11-26 09:59:04.142720,42.492316358,23.132952237,868.574,32.62,-1.438,3,212.5323
6152,2014-11-26 09:59:05.241682,42.492080247,23.132724088,866.12,32.31,-1.403,3,215.8839
6153,2014-11-26 09:59:06.344178,42.491847571,23.132479978,864.73,32.535,-1.342,3,218.2374
6154,2014-11-26 09:59:07.437360,42.491623919,23.132224686,863.726,32.774,-1.402,3,220.7681
6155,2014-11-26 09:59:08.535301,42.491410635,23.131951805,861.464,32.918,-1.463,3,223.3977
6156,2014-11-26 09:59:09.636069,42.491194148,23.131662963,859.592,33.403,-1.596,3,226.2038
6157,2014-11-26 09:59:10.736056,42.49078959,23.131045324,855.361,34.574,-1.583,3,229.1334
6158,2014-11-26 09:59:11.835041,42.49059354,23.130722935,853.971,34.505,-1.522,3,230.0243
6159,2014-11-26 09:59:12.929301,42.49059354,23.130722935,853.971,34.505,-1.522,3,230.0243
6160,2014-11-26 09:59:14.045004,42.49019241,23.130089345,850.805,33.924,-1.499,3,229.9011
6161,2014-11-26 09:59:15.146649,42.489995311,23.129771739,848.062,34.065,-1.547,3,229.4498
6162,2014-11-26 09:59:16.242549,42.489790231,23.129460541,846.287,34.213,-1.546,3,229.2869
6163,2014-11-26 09:59:17.339649,42.489594175,23.12913816,844.898,34.065,-1.546,3,229.4494
6164,2014-11-26 09:59:18.434913,42.489394685,23.128831743,842.445,33.977,-1.631,3,229.4948
6165,2014-11-26 09:59:19.535378,42.48919199,23.128509366,840.38,34.197,-1.618,3,229.7838
6166,2014-11-26 09:59:20.627859,42.488786597,23.127864619,836.252,35.226,-1.592,3,229.7038
6167,2014-11-26 09:59:21.728353,42.488786597,23.127864619,836.252,35.226,-1.592,3,229.7038
6168,2014-11-26 09:59:22.826792,42.488365769,23.12719914,832.516,36.234,-1.686,3,229.8293
6169,2014-11-26 09:59:23.920209,42.488147637,23.126856035,830.844,36.518,-1.782,3,228.988
6170,2014-11-26 09:59:25.018171,42.487935095,23.126517709,828.494,36.89,-1.721,3,229.374
6171,2014-11-26 09:59:26.117651,42.487711369,23.126169832,827.5,37.992,-1.682,3,229.7183
6172,2014-11-26 09:59:27.210845,42.487495622,23.125815549,825.539,38.367,-1.621,3,230.0822
6173,2014-11-26 09:59:28.310305,42.487270032,23.125445308,823.291,38.955,-1.62,3,229.501
6174,2014-11-26 09:59:29.410166,42.487036462,23.125081478,822.011,39.536,-1.643,3,229.6137
6175,2014-11-26 09:59:30.516174,42.486798641,23.124706465,819.767,40.138,-1.544,3,229.5417
6176,2014-11-26 09:59:31.612375,42.486558431,23.12434264,817.812,40.879,-1.543,3,228.8592
6177,2014-11-26 09:59:33.190346,42.486069212,23.12359426,814.97,40.517,-1.506,3,228.9868
6178,2014-11-26 09:59:34.290440,42.485843614,23.123224034,812.724,39.706,-1.52,3,229.2884
6179,2014-11-26 09:59:35.390892,42.485607649,23.122871403,811.735,39.056,-1.509,3,228.7744
6180,2014-11-26 09:59:36.488111,42.485607649,23.122871403,811.735,39.056,-1.509,3,228.7744
6181,2014-11-26 09:59:37.592208,42.485370636,23.12252355,809.393,38.948,-1.508,3,227.2908
6182,2014-11-26 09:59:38.691471,42.485370636,23.12252355,809.393,38.948,-1.508,3,227.2908
6183,2014-11-26 09:59:39.793590,42.484901904,23.121834261,807.029,38.131,-1.521,3,227.5684
6184,2014-11-26 09:59:40.895290,42.484674729,23.121502375,804.974,37.615,-1.582,3,227.3161
6185,2014-11-26 09:59:42.003218,42.484221422,23.120833834,802.219,36.887,-1.511,3,227.5667
6186,2014-11-26 09:59:43.104891,42.48400886,23.120495546,799.873,36.477,-1.621,3,228.6267
6187,2014-11-26 09:59:44.206095,42.483800548,23.120168444,798.492,35.677,-1.514,3,230.5234
6188,2014-11-26 09:59:45.302633,42.483609237,23.11982375,796.529,35.153,-1.541,3,233.7366
6189,2014-11-26 09:59:46.399268,42.48343918,23.11947265,794.949,34.532,-1.532,3,237.0784
6190,2014-11-26 09:59:47.503231,42.483146343,23.118735266,791.977,34.173,-1.342,3,243.2498
6191,2014-11-26 09:59:48.603777,42.483008948,23.118355393,790.876,33.897,-1.151,3,245.2324
6192,2014-11-26 09:59:49.703832,42.482896009,23.11798507,789.771,33.477,-1.044,3,247.5708
6193,2014-11-26 09:59:50.807067,42.48269243,23.117233244,789.296,32.548,-0.697,3,250.7746
6194,2014-11-26 09:59:51.909880,42.48269243,23.117233244,789.296,32.548,-0.697,3,250.7746
6195,2014-11-26 09:59:53.016523,42.482479821,23.116492607,788.437,32.908,-0.356,3,247.5706
6196,2014-11-26 09:59:54.117721,42.482344283,23.11613511,788.592,33.136,-0.269,3,244.6993
6197,2014-11-26 09:59:55.215180,42.482208744,23.115777615,788.748,33.574,-0.169,3,242.2977
6198,2014-11-26 09:59:56.314132,42.482058588,23.115426532,789.196,33.531,-0.131,3,239.8749
6199,2014-11-26 09:59:57.406648,42.481896202,23.115070676,789.647,34.055,-0.08,3,237.2938
6200,2014-11-26 09:59:58.499137,42.481716813,23.114732417,790.681,34.199,-0.006,3,234.5706
6201,2014-11-26 09:59:59.594173,42.481313956,23.114107053,792.173,34.565,0.397,3,227.7392
6202,2014-11-26 10:00:00.689527,42.481313956,23.114107053,792.173,34.565,0.397,3,227.7392
6203,2014-11-26 10:00:02.066542,42.480850247,23.113518523,795.125,35.328,0.558,3,221.5395
6204,2014-11-26 10:00:03.173142,42.48059516,23.113255427,796.458,35.4,0.559,3,218.2503
6205,2014-11-26 10:00:04.273219,42.480328662,23.113014702,797.695,35.94,0.706,3,213.9898
6206,2014-11-26 10:00:05.368133,42.480047549,23.11278039,799.225,36.333,0.478,3,210.0362
6207,2014-11-26 10:00:06.465257,42.479758229,23.112584405,800.27,36.056,0.381,3,206.6981
6208,2014-11-26 10:00:07.576770,42.479469727,23.112415564,801.216,35.568,0.246,3,203.5826
6209,2014-11-26 10:00:08.678200,42.478867516,23.112133806,803.205,35.536,-0.069,3,196.8865
6210,2014-11-26 10:00:09.768930,42.478867516,23.112133806,803.205,35.536,-0.069,3,196.8865
6211,2014-11-26 10:00:10.880564,42.478246506,23.111939886,804.514,35.526,-0.168,3,190.5108
6212,2014-11-26 10:00:11.987847,42.477934434,23.111881252,805.359,35.602,-0.302,3,187.2789
6213,2014-11-26 10:00:13.091457,42.477613337,23.111833802,805.819,35.638,-0.484,3,185.2803
6214,2014-11-26 10:00:14.195064,42.477301035,23.111807082,805.211,35.185,-0.751,3,184.5717
6215,2014-11-26 10:00:15.295564,42.47697889,23.111764406,804.317,35.195,-0.92,3,184.4902
6216,2014-11-26 10:00:16.396239,42.476668974,23.111726504,803.421,34.917,-1.041,3,184.5537
6217,2014-11-26 10:00:17.492613,42.476359058,23.111688602,802.524,34.755,-1.065,3,185.1456
6218,2014-11-26 10:00:18.600520,42.476049142,23.1116507,801.628,35.067,-1.077,3,184.8031
6219,2014-11-26 10:00:19.699739,42.475414694,23.111581308,800.128,35.309,-1.342,3,184.3159
6220,2014-11-26 10:00:20.803192,42.475414694,23.111581308,800.128,35.309,-1.342,3,184.3159
6221,2014-11-26 10:00:21.901438,42.475095753,23.11155459,798.847,35.574,-1.426,3,184.3629
6222,2014-11-26 10:00:23.002509,42.475095753,23.11155459,798.847,35.574,-1.426,3,184.3629
6223,2014-11-26 10:00:24.114578,42.474456003,23.111478789,795.03,35.526,-1.498,3,184.7408
6224,2014-11-26 10:00:25.212046,42.474139447,23.11144089,793.46,35.734,-1.63,3,184.5282
6225,2014-11-26 10:00:26.309538,42.473497309,23.111376274,789.934,35.907,-1.629,3,184.5848
6226,2014-11-26 10:00:27.411162,42.473174114,23.111338375,787.689,35.585,-1.594,3,184.2822
6227,2014-11-26 10:00:28.508806,42.472855171,23.11131166,786.409,35.214,-1.631,3,184.3548
6228,2014-11-26 10:00:29.619617,42.472222057,23.111235864,783.27,35.204,-1.461,3,184.4362
6229,2014-11-26 10:00:30.719217,42.472222057,23.111235864,783.27,35.204,-1.461,3,184.4362
6230,2014-11-26 10:00:31.820325,42.471598786,23.111176025,780.419,34.815,-1.305,3,183.9444
6231,2014-11-26 10:00:32.917857,42.471286482,23.111149311,779.815,34.698,-1.256,3,184.148
6232,2014-11-26 10:00:34.017099,42.470969924,23.111111415,778.246,34.547,-1.075,3,184.6303
6233,2014-11-26 10:00:35.114452,42.470665596,23.111078291,776.675,34.317,-1.124,3,184.3045
6234,2014-11-26 10:00:36.211256,42.470353291,23.111051578,776.071,34.392,-1.015,3,183.719
6235,2014-11-26 10:00:38.182765,42.469740912,23.111002925,774.862,34.552,-0.797,3,182.5561
6236,2014-11-26 10:00:39.282032,42.469419583,23.110987395,773.874,34.918,-0.567,3,181.9353
6237,2014-11-26 10:00:40.376967,42.469108097,23.110987819,773.172,35.175,-0.64,3,180.9045
6238,2014-11-26 10:00:41.481075,42.468791021,23.110983472,773.148,35.519,-0.446,3,180.4977
6239,2014-11-26 10:00:42.591707,42.468461716,23.110974352,773.128,35.643,-0.494,3,180.3111
6240,2014-11-26 10:00:43.691472,42.467830769,23.110981612,772.694,35.599,-0.361,3,179.0433
6241,2014-11-26 10:00:44.788326,42.467502282,23.110999629,772.575,35.924,-0.41,3,177.4277
6242,2014-11-26 10:00:45.879948,42.467502282,23.110999629,772.575,35.924,-0.41,3,177.4277
6243,2014-11-26 10:00:46.983313,42.466849332,23.111078751,771.85,36.232,-0.485,3,173.3606
6244,2014-11-26 10:00:48.079780,42.466531508,23.111139857,771.919,36.031,-0.486,3,171.6391
6245,2014-11-26 10:00:49.177389,42.466204659,23.111212144,771.603,36.236,-0.559,3,170.6099
6246,2014-11-26 10:00:50.283172,42.465887654,23.111300384,771.573,36.033,-0.597,3,169.0458
6247,2014-11-26 10:00:51.383675,42.465570648,23.111388623,771.543,35.908,-0.648,3,167.0267
6248,2014-11-26 10:00:52.482807,42.46526005,23.111508768,770.735,35.864,-0.59,3,164.3589
6249,2014-11-26 10:00:53.583691,42.464949453,23.111628912,769.928,36.019,-0.809,3,162.4127
6250,2014-11-26 10:00:54.682006,42.464634084,23.111771418,769.7,36.462,-0.809,3,161.1404
6251,2014-11-26 10:00:55.772630,42.464012139,23.112077152,768.177,37.537,-0.954,3,159.7616
6252,2014-11-26 10:00:56.867577,42.463699973,23.112235607,767.561,37.413,-0.93,3,158.8861
6253,2014-11-26 10:00:57.959486,42.463381167,23.11239406,766.269,37.214,-1.087,3,159.0662
6254,2014-11-26 10:00:59.067436,42.463071386,23.112541331,765.364,36.943,-1.353,3,159.8583
6255,2014-11-26 10:01:00.173206,42.462754964,23.1126886,763.784,37.015,-1.483,3,161.3533
6256,2014-11-26 10:01:01.274730,42.462437724,23.112808734,762.303,36.764,-1.675,3,163.4228
6257,2014-11-26 10:01:02.379060,42.462122869,23.112917686,760.533,36.631,-1.684,3,166.1544
6258,2014-11-26 10:01:03.485903,42.461801606,23.112994731,759.541,36.621,-1.547,3,169.6954
6259,2014-11-26 10:01:04.578254,42.461472885,23.113044641,757.973,36.148,-1.472,3,173.6887
6260,2014-11-26 10:01:05.680355,42.460825216,23.113067832,755.133,36.019,-1.563,3,180.8066
6261,2014-11-26 10:01:06.778718,42.460825216,23.113067832,755.133,36.019,-1.563,3,180.8066
6262,2014-11-26 10:01:07.884446,42.460192093,23.112992033,752.009,35.701,-1.403,3,186.3325
6263,2014-11-26 10:01:08.976125,42.459872328,23.112938182,750.836,35.579,-1.451,3,187.5531
6264,2014-11-26 10:01:10.077773,42.45955151,23.112889103,748.31,35.386,-1.487,3,187.702
6265,2014-11-26 10:01:11.178554,42.459239718,23.112828845,746.169,35.211,-1.488,3,187.6599
6266,2014-11-26 10:01:12.545095,42.458932182,23.112779767,744.993,35.045,-1.657,3,187.5347
6267,2014-11-26 10:01:13.640660,42.458306212,23.112670432,741.003,34.751,-1.814,3,187.8178
6268,2014-11-26 10:01:14.735524,42.458306212,23.112670432,741.003,34.751,-1.814,3,187.8178
6269,2014-11-26 10:01:15.840398,42.457994419,23.112610176,738.863,34.569,-1.645,3,187.8594
6270,2014-11-26 10:01:16.940509,42.457688215,23.112554691,736.045,34.468,-1.766,3,187.993
6271,2014-11-26 10:01:18.054201,42.457074472,23.112450132,732.053,34.027,-1.682,3,187.9304
6272,2014-11-26 10:01:19.148665,42.456774908,23.112394649,729.91,33.744,-1.634,3,188.1104
6273,2014-11-26 10:01:20.247510,42.456475343,23.112339167,727.768,33.502,-1.683,3,187.8012
6274,2014-11-26 10:01:21.344362,42.456175778,23.112283685,725.625,33.236,-1.599,3,187.7787
6275,2014-11-26 10:01:22.448316,42.455882854,23.112228204,724.158,32.987,-1.479,3,187.5502
6276,2014-11-26 10:01:23.545450,42.455302594,23.112122014,720.546,32.437,-1.347,3,187.7089
6277,2014-11-26 10:01:24.640906,42.455302594,23.112122014,720.546,32.437,-1.347,3,187.7089
6278,2014-11-26 10:01:25.733900,42.454707998,23.112020597,714.231,32.379,-1.286,3,188.4268
6279,2014-11-26 10:01:26.836515,42.454415073,23.111965118,712.765,32.288,-1.201,3,188.4507
6280,2014-11-26 10:01:27.930249,42.454415073,23.111965118,712.765,32.288,-1.201,3,188.4507
6281,2014-11-26 10:01:29.037200,42.453841452,23.111858932,709.83,32.731,-1.188,3,187.4065
6282,2014-11-26 10:01:30.142968,42.453546141,23.111814634,708.654,33.736,-1.307,3,186.2567
6283,2014-11-26 10:01:31.242100,42.45323196,23.111765565,706.807,34.678,-1.365,3,185.8391
6284,2014-11-26 10:01:32.339308,42.452920981,23.111732447,704.571,35.53,-1.339,3,185.4577
6285,2014-11-26 10:01:33.434714,42.452598826,23.111689788,703.692,36.465,-1.228,3,185.1602
6286,2014-11-26 10:01:34.528297,42.452263388,23.111647128,701.464,36.916,-1.251,3,184.4572
6287,2014-11-26 10:01:35.630338,42.451581641,23.111612937,699.809,38.867,-1.271,3,182.8723
6288,2014-11-26 10:01:36.736463,42.451581641,23.111612937,699.809,38.867,-1.271,3,182.8723
6289,2014-11-26 10:01:37.830671,42.450859765,23.111580383,697.103,40.302,-1.136,3,180.9232
6290,2014-11-26 10:01:38.921775,42.450487943,23.111584079,696.331,41.157,-1.122,3,180.3086
6291,2014-11-26 10:01:40.020016,42.450109479,23.111587775,694.885,41.635,-1.157,3,179.3558
6292,2014-11-26 10:01:41.121591,42.44972863,23.11160265,693.729,42.077,-1.048,3,179.0265
6293,2014-11-26 10:01:42.224607,42.449347781,23.111617525,692.572,42.904,-1.095,3,177.8821
6294,2014-11-26 10:01:43.322375,42.448952317,23.111638807,691.71,43.282,-1.095,3,176.7691
6295,2014-11-26 10:01:44.417281,42.448563495,23.11166009,691.523,43.599,-0.924,3,176.9863
6296,2014-11-26 10:01:45.531333,42.448173619,23.111686143,689.982,43.972,-0.887,3,176.99
6297,2014-11-26 10:01:49.520841,42.446561204,23.111790491,688.767,45.37,-0.64,3,177.3505
6298,2014-11-26 10:01:50.615882,42.445743431,23.111834689,687.344,45.927,-0.771,3,177.3617
6299,2014-11-26 10:01:51.714296,42.445743431,23.111834689,687.344,45.927,-0.771,3,177.3617
6300,2014-11-26 10:01:52.820301,42.444902017,23.111896471,685.83,46.599,-0.781,3,177.2979
6301,2014-11-26 10:01:53.913932,42.444485295,23.111924158,684.59,46.728,-0.816,3,177.5067
6302,2014-11-26 10:01:55.011856,42.444062986,23.111947074,684.029,47.178,-0.706,3,177.2305
6303,2014-11-26 10:01:56.113412,42.443634035,23.11196999,682.793,47.529,-0.874,3,177.3102
6304,2014-11-26 10:01:57.208896,42.443202699,23.112004083,681.847,47.735,-0.837,3,177.2427
6305,2014-11-26 10:01:58.305094,42.44276816,23.112022228,681.29,47.994,-0.921,3,177.3163
6306,2014-11-26 10:01:59.401472,42.442336823,23.11205632,680.345,48.237,-0.835,3,177.4465
6307,2014-11-26 10:02:00.502369,42.441907871,23.112079234,679.11,48.443,-0.798,3,177.3793
6308,2014-11-26 10:02:01.602435,42.441464305,23.112108555,678.17,48.498,-0.93,3,177.1883
6309,2014-11-26 10:02:02.703885,42.440587017,23.112183144,676.575,48.852,-0.978,3,176.0129
6310,2014-11-26 10:02:03.794194,42.440587017,23.112183144,676.575,48.852,-0.978,3,176.0129
6311,2014-11-26 10:02:04.907526,42.439710546,23.112284855,674.883,49.13,-0.785,3,174.5754
6312,2014-11-26 10:02:05.996512,42.439265412,23.112352475,674.135,49.054,-0.713,3,174.2396
6313,2014-11-26 10:02:07.099988,42.438834893,23.112413688,673.093,49.144,-0.64,3,173.9806
6314,2014-11-26 10:02:08.197344,42.438389759,23.112481306,672.346,48.974,-0.701,3,173.3804
6315,2014-11-26 10:02:09.294194,42.437956854,23.112553694,671.594,49.066,-0.629,3,173.1227
6316,2014-11-26 10:02:10.391775,42.43751969,23.112614904,669.879,49.162,-0.617,3,172.3455
6317,2014-11-26 10:02:11.495841,42.437084401,23.112698466,669.418,49.126,-0.557,3,171.6827
6318,2014-11-26 10:02:12.598621,42.436646728,23.112793204,669.247,48.835,-0.57,3,171.1853
6319,2014-11-26 10:02:13.697895,42.435789196,23.112992217,668.224,48.596,-0.33,3,169.611
6320,2014-11-26 10:02:14.796042,42.435361367,23.113102897,668.34,48.441,-0.222,3,169.0443
6321,2014-11-26 10:02:15.886174,42.435361367,23.113102897,668.34,48.441,-0.222,3,169.0443
6322,2014-11-26 10:02:16.991507,42.434508911,23.1133402,668.185,48.73,-0.258,3,168.1652
6323,2014-11-26 10:02:18.089137,42.434076313,23.113473228,668.881,48.605,-0.368,3,167.343
6324,2014-11-26 10:02:19.191612,42.433650628,23.113604618,667.256,48.74,-0.513,3,166.8443
6325,2014-11-26 10:02:20.293460,42.433221232,23.113753589,667.565,48.904,-0.55,3,165.8804
6326,2014-11-26 10:02:21.397143,42.432799806,23.113896151,666.905,49.057,-0.549,3,165.9845
6327,2014-11-26 10:02:22.503468,42.432363766,23.114045118,666.539,49.173,-0.573,3,165.3473
6328,2014-11-26 10:02:23.600954,42.431507115,23.11436376,665.416,49.333,-0.489,3,164.2504
6329,2014-11-26 10:02:24.695768,42.431507115,23.11436376,665.416,49.333,-0.489,3,164.2504
6330,2014-11-26 10:02:25.797470,42.430657108,23.114682394,664.969,49.521,-0.331,3,164.0944
6331,2014-11-26 10:02:26.895001,42.430230911,23.114847295,664.891,49.434,-0.295,3,163.8682
6332,2014-11-26 10:02:27.984812,42.429804715,23.115012194,664.813,49.285,-0.295,3,163.7587
6333,2014-11-26 10:02:29.087466,42.429378518,23.115177091,664.735,49.371,-0.331,3,163.9859
6334,2014-11-26 10:02:30.186991,42.42895232,23.115341986,664.659,49.282,-0.246,3,163.9564
6335,2014-11-26 10:02:31.309734,42.428526123,23.115506878,664.582,49.155,-0.318,3,164.1928
6336,2014-11-26 10:02:32.410584,42.428099925,23.115671768,664.506,49.154,-0.269,3,164.391
6337,2014-11-26 10:02:33.527972,42.427676111,23.115825481,664.14,49.067,-0.233,3,164.1637
6338,2014-11-26 10:02:34.628001,42.427249913,23.115990367,664.065,49.092,-0.353,3,164.3117
6339,2014-11-26 10:02:35.728247,42.4263999,23.116308958,663.625,49.155,-0.316,3,164.1933
6340,2014-11-26 10:02:36.820265,42.4263999,23.116308958,663.625,49.155,-0.316,3,164.1933
6341,2014-11-26 10:02:37.928892,42.425553086,23.116643484,662.798,49.008,-0.365,3,163.8856
6342,2014-11-26 10:02:39.025918,42.425553086,23.116643484,662.798,49.008,-0.365,3,163.8856
6343,2014-11-26 10:02:40.142258,42.425126886,23.116808359,662.725,48.919,-0.28,3,163.8557
6344,2014-11-26 10:02:41.250246,42.4242891,23.117131697,662.285,48.944,-0.4,3,164.0045
6345,2014-11-26 10:02:42.357143,42.423862899,23.117296566,662.212,48.919,-0.279,3,163.856
6346,2014-11-26 10:02:43.458303,42.423439082,23.117450258,661.85,49.005,-0.314,3,164.0848
6347,2014-11-26 10:02:44.559693,42.42258668,23.117779983,661.707,48.881,-0.434,3,164.1237
6348,2014-11-26 10:02:45.651453,42.42258668,23.117779983,661.707,48.881,-0.434,3,164.1237
6349,2014-11-26 10:02:46.752894,42.422162862,23.117933669,661.347,49.244,-0.397,3,164.2237
6350,2014-11-26 10:02:47.866363,42.421322687,23.118268151,661.202,48.765,-0.18,3,164.1451
6351,2014-11-26 10:02:48.964366,42.420898868,23.11842183,660.842,48.853,-0.264,3,164.1748
6352,2014-11-26 10:02:50.063341,42.420472666,23.118586681,660.773,48.941,-0.299,3,164.4033
6353,2014-11-26 10:02:51.168376,42.420048847,23.118740356,660.414,48.852,-0.214,3,164.3743
6354,2014-11-26 10:02:52.269370,42.419629288,23.118905202,661.02,48.7,-0.166,3,164.465
6355,2014-11-26 10:02:53.368056,42.419205469,23.119058873,660.662,48.788,-0.153,3,164.8933
6356,2014-11-26 10:02:54.464025,42.418778449,23.119196599,660.693,48.849,-0.247,3,165.788
6357,2014-11-26 10:02:55.562914,42.418351429,23.119334323,660.725,49.05,-0.172,3,166.8336
6358,2014-11-26 10:02:56.666575,42.417484342,23.11957788,660.893,48.908,-0.145,3,168.6641
6359,2014-11-26 10:02:57.757449,42.417484342,23.11957788,660.893,48.908,-0.145,3,168.6641
